Spring_Name,Transect_ID,Transect_Slope_deg,Transect_width_m,Average_dist_to_live_tree,Distance_rank,Distance_range_m,CC_1_PCT,CC_2_PCT,CC_3_PCT,dom_cover_type,Species,Count,Height_m,Area_m2,Notes
Cave,Cave_20230629_167_1,32,5,427.9,25,20_30,50,0,50,shrub/rock,PSME,0,,50,
Cave,Cave_20230629_167_1,32,5,427.9,35,30_40,100,0,0,shrub/rock,PSME,0,,50,
Cave,Cave_20230629_342_2,21,5,485,5,0_10,30,70,0,shrub/bare,PSME,0,,50,
Cave,Cave_20230629_342_2,21,5,485,15,10_20,0,30,70,shrub,PSME,0,,50,
Cave,Cave_20230629_342_2,21,5,485,25,20_30,100,0,0,shrub/herbaceous,PSME,0,,50,
Cave,Cave_20230629_342_2,21,5,485,35,30_40,100,0,0,shrub/rock/grass,PSME,0,,50,Very dense cluster of PIPO/PSME in this distance bin
Ceanothus,Ceanothus_20230919_160_2,15,5,103.4,5,0_10,20,80,0,tree/shrub,PSME,1,0.9,50,Very dense cluster of PIPO/PSME in this distance bin
Ceanothus,Ceanothus_20230919_160_2,15,5,103.4,5,0_10,20,80,0,tree/shrub,PSME,1,1,50,Very dense cluster of PIPO/PSME in this distance bin
Ceanothus,Ceanothus_20230919_160_2,15,5,103.4,5,0_10,20,80,0,tree/shrub,PSME,1,1.1,50,Very dense cluster of PIPO/PSME in this distance bin
Ceanothus,Ceanothus_20230919_160_2,15,5,103.4,5,0_10,20,80,0,tree/shrub,PSME,1,0.3,50,Very dense cluster of PIPO/PSME in this distance bin
Ceanothus,Ceanothus_20230919_160_2,15,5,103.4,5,0_10,20,80,0,tree/shrub,PSME,1,0.1,50,Very dense cluster of PIPO/PSME in this distance bin
Ceanothus,Ceanothus_20230919_160_2,15,5,103.4,5,0_10,20,80,0,tree/shrub,PSME,1,4.1,50,Very dense cluster of PIPO/PSME in this distance bin
Ceanothus,Ceanothus_20230919_160_2,15,5,103.4,5,0_10,20,80,0,tree/shrub,PSME,1,0.55,50,Very dense cluster of PIPO/PSME in this distance bin
Ceanothus,Ceanothus_20230919_160_2,15,5,103.4,5,0_10,20,80,0,tree/shrub,PSME,1,1.2,50,Very dense cluster of PIPO/PSME in this distance bin
Ceanothus,Ceanothus_20230919_160_2,15,5,103.4,5,0_10,20,80,0,tree/shrub,PSME,1,0.25,50,Very dense cluster of PIPO/PSME in this distance bin
Ceanothus,Ceanothus_20230919_160_2,15,5,103.4,5,0_10,20,80,0,tree/shrub,PSME,1,0.75,50,Very dense cluster of PIPO/PSME in this distance bin
Ceanothus,Ceanothus_20230919_160_2,15,5,103.4,5,0_10,20,80,0,tree/shrub,PSME,1,1.2,50,Very dense cluster of PIPO/PSME in this distance bin
Ceanothus,Ceanothus_20230919_160_2,15,5,103.4,5,0_10,20,80,0,tree/shrub,PSME,1,0.35,50,Very dense cluster of PIPO/PSME in this distance bin
Ceanothus,Ceanothus_20230919_160_2,15,5,103.4,5,0_10,20,80,0,tree/shrub,PSME,1,0.4,50,Very dense cluster of PIPO/PSME in this distance bin
Ceanothus,Ceanothus_20230919_160_2,15,5,103.4,5,0_10,20,80,0,tree/shrub,PSME,1,1.65,50,Very dense cluster of PIPO/PSME in this distance bin
Ceanothus,Ceanothus_20230919_160_2,15,5,103.4,5,0_10,20,80,0,tree/shrub,PICO,1,0.5,50,Very dense cluster of PIPO/PSME in this distance bin
Ceanothus,Ceanothus_20230919_160_2,15,5,103.4,5,0_10,20,80,0,tree/shrub,PICO,1,0.25,50,
Ceanothus,Ceanothus_20230919_160_2,15,5,103.4,5,0_10,20,80,0,tree/shrub,PICO,1,0.15,50,
Ceanothus,Ceanothus_20230919_160_2,15,5,103.4,15,10_20,60,40,0,tree/shrub,PICO,1,0.7,50,
Ceanothus,Ceanothus_20230919_160_2,15,5,103.4,15,10_20,60,40,0,tree/shrub,PICO,1,0.1,50,
Ceanothus,Ceanothus_20230919_160_2,15,5,103.4,15,10_20,60,40,0,tree/shrub,PICO,1,0.3,50,
Ceanothus,Ceanothus_20230919_160_2,15,5,103.4,15,10_20,60,40,0,tree/shrub,PSME,1,0.7,50,
Ceanothus,Ceanothus_20230919_160_2,15,5,103.4,15,10_20,60,40,0,tree/shrub,PSME,1,1.3,50,
Ceanothus,Ceanothus_20230919_160_2,15,5,103.4,15,10_20,60,40,0,tree/shrub,PSME,1,0.7,50,
Ceanothus,Ceanothus_20230919_160_2,15,5,103.4,15,10_20,60,40,0,tree/shrub,PSME,1,0.7,50,
Ceanothus,Ceanothus_20230919_160_2,15,5,103.4,15,10_20,60,40,0,tree/shrub,PSME,1,0.85,50,
Ceanothus,Ceanothus_20230919_160_2,15,5,103.4,15,10_20,60,40,0,tree/shrub,PSME,1,1.85,50,
Ceanothus,Ceanothus_20230919_160_2,15,5,103.4,25,20_30,70,30,0,tree/shrub,PICO,1,0.25,50,
Ceanothus,Ceanothus_20230919_160_2,15,5,103.4,25,20_30,70,30,0,tree/shrub,PICO,1,0.2,50,
Ceanothus,Ceanothus_20230919_160_2,15,5,103.4,25,20_30,70,30,0,tree/shrub,PICO,1,0.5,50,
Ceanothus,Ceanothus_20230919_160_2,15,5,103.4,25,20_30,70,30,0,tree/shrub,PICO,1,0.5,50,
Ceanothus,Ceanothus_20230919_160_2,15,5,103.4,25,20_30,70,30,0,tree/shrub,PICO,1,0.35,50,
Ceanothus,Ceanothus_20230919_160_2,15,5,103.4,25,20_30,70,30,0,tree/shrub,PICO,1,0.25,50,
Ceanothus,Ceanothus_20230919_160_2,15,5,103.4,25,20_30,70,30,0,tree/shrub,PICO,1,0.1,50,
Ceanothus,Ceanothus_20230919_160_2,15,5,103.4,25,20_30,70,30,0,tree/shrub,PICO,1,7.2,50,
Ceanothus,Ceanothus_20230919_160_2,15,5,103.4,25,20_30,70,30,0,tree/shrub,PSME,1,1.1,50,
Ceanothus,Ceanothus_20230919_160_2,15,5,103.4,25,20_30,70,30,0,tree/shrub,PSME,1,0.4,50,
Ceanothus,Ceanothus_20230919_160_2,15,5,103.4,25,20_30,70,30,0,tree/shrub,PSME,1,1.75,50,
Ceanothus,Ceanothus_20230919_160_2,15,5,103.4,25,20_30,70,30,0,tree/shrub,PSME,1,0.55,50,
Ceanothus,Ceanothus_20230919_160_2,15,5,103.4,25,20_30,70,30,0,tree/shrub,PSME,1,1.25,50,
Ceanothus,Ceanothus_20230919_160_2,15,5,103.4,25,20_30,70,30,0,tree/shrub,PSME,1,1.35,50,
Ceanothus,Ceanothus_20230919_160_2,15,5,103.4,25,20_30,70,30,0,tree/shrub,PSME,1,2.7,50,
Ceanothus,Ceanothus_20230919_160_2,15,5,103.4,25,20_30,70,30,0,tree/shrub,PSME,1,0.1,50,
Ceanothus,Ceanothus_20230919_160_2,15,5,103.4,25,20_30,70,30,0,tree/shrub,PSME,1,0.55,50,
Ceanothus,Ceanothus_20230919_160_2,15,5,103.4,25,20_30,70,30,0,tree/shrub,PSME,1,1.55,50,
Ceanothus,Ceanothus_20230919_160_2,15,5,103.4,25,20_30,70,30,0,tree/shrub,PSME,1,0.75,50,
Ceanothus,Ceanothus_20230919_160_2,15,5,103.4,25,20_30,70,30,0,tree/shrub,PSME,1,0.8,50,
Ceanothus,Ceanothus_20230919_160_2,15,5,103.4,25,20_30,70,30,0,tree/shrub,PSME,1,1.1,50,
Ceanothus,Ceanothus_20230919_160_2,15,5,103.4,25,20_30,70,30,0,tree/shrub,PSME,1,1.6,50,
Ceanothus,Ceanothus_20230919_160_2,15,5,103.4,25,20_30,70,30,0,tree/shrub,PSME,1,0.2,50,
Ceanothus,Ceanothus_20230919_160_2,15,5,103.4,35,30_40,70,30,0,tree/shrub,PSME,1,0.75,50,
Ceanothus,Ceanothus_20230919_160_2,15,5,103.4,35,30_40,70,30,0,tree/shrub,PSME,1,0.25,50,
Ceanothus,Ceanothus_20230919_160_2,15,5,103.4,35,30_40,70,30,0,tree/shrub,PSME,1,1.2,50,
Ceanothus,Ceanothus_20230919_160_2,15,5,103.4,35,30_40,70,30,0,tree/shrub,PSME,1,4.6,50,
Ceanothus,Ceanothus_20230919_160_2,15,5,103.4,35,30_40,70,30,0,tree/shrub,PSME,1,0.3,50,
Ceanothus,Ceanothus_20230919_160_2,15,5,103.4,35,30_40,70,30,0,tree/shrub,PSME,1,0.4,50,
Ceanothus,Ceanothus_20230919_160_2,15,5,103.4,35,30_40,70,30,0,tree/shrub,PSME,1,0.3,50,
Ceanothus,Ceanothus_20230919_160_2,15,5,103.4,35,30_40,70,30,0,tree/shrub,PSME,1,0.2,50,
Ceanothus,Ceanothus_20230919_160_2,15,5,103.4,35,30_40,70,30,0,tree/shrub,PSME,1,0.55,50,
Ceanothus,Ceanothus_20230919_160_2,15,5,103.4,35,30_40,70,30,0,tree/shrub,PSME,1,0.55,50,
Ceanothus,Ceanothus_20230919_160_2,15,5,103.4,35,30_40,70,30,0,tree/shrub,PSME,1,0.8,50,
Ceanothus,Ceanothus_20230919_160_2,15,5,103.4,35,30_40,70,30,0,tree/shrub,PSME,1,1.2,50,
Ceanothus,Ceanothus_20230919_160_2,15,5,103.4,35,30_40,70,30,0,tree/shrub,PSME,1,2.8,50,
Ceanothus,Ceanothus_20230919_160_2,15,5,103.4,35,30_40,70,30,0,tree/shrub,PSME,1,0.75,50,
Ceanothus,Ceanothus_20230919_160_2,15,5,103.4,35,30_40,70,30,0,tree/shrub,PICO,1,6.8,50,
Ceanothus,Ceanothus_20230919_160_2,15,5,103.4,35,30_40,70,30,0,tree/shrub,PICO,1,6.2,50,
Ceanothus,Ceanothus_20230919_160_2,15,5,103.4,35,30_40,70,30,0,tree/shrub,PICO,1,7.8,50,
Ceanothus,Ceanothus_20230919_160_2,15,5,103.4,35,30_40,70,30,0,tree/shrub,PICO,1,1.45,50,
Ceanothus,Ceanothus_20230919_347_1,5,5,69.66666667,5,0_10,0,100,0,shrub,PSME,1,1.2,50,
Ceanothus,Ceanothus_20230919_347_1,5,5,69.66666667,5,0_10,0,100,0,shrub,PICO,0,,50,"Quick transition into upland vegetation/habitat due to steep ravine ""walls""."
Ceanothus,Ceanothus_20230919_347_1,5,5,69.66666667,15,10_20,0,100,0,shrub,PSME,0,,50,
Ceanothus,Ceanothus_20230919_347_1,5,5,69.66666667,15,10_20,0,100,0,shrub,PICO,0,,50,
Ceanothus,Ceanothus_20230919_347_1,5,5,69.66666667,25,20_30,50,50,0,shrub/bare,PSME,0,,50,
Ceanothus,Ceanothus_20230919_347_1,5,5,69.66666667,25,20_30,50,50,0,shrub/bare,PICO,0,,50,
Ceanothus,Ceanothus_20230919_347_1,5,5,69.66666667,35,30_40,100,0,0,shrub/grass,PSME,1,0.2,50,
Ceanothus,Ceanothus_20230919_347_1,5,5,69.66666667,35,30_40,100,0,0,shrub/grass,PICO,0,,50,
Pioneer Complex,Complex_20230703_152_1,28,5,NA,15,10_20,100,0,0,bare/shrub,PSME,0,,50,
Pioneer Complex,Complex_20230703_152_1,28,5,NA,25,20_30,100,0,0,bare/shrub,PSME,0,,50,
Pioneer Complex,Complex_20230703_152_1,28,5,NA,35,30_40,100,0,0,bare/shrub,PSME,0,,50,
Pioneer Complex,Complex_20230703_152_1,28,5,NA,5,0_10,95,0,5,bare/shrub,PSME,0,,50,
Pioneer Complex,Complex_20230703_322_2,33,5,NA,15,10_20,100,0,0,bare/shrub,PSME,0,,50,
Pioneer Complex,Complex_20230703_322_2,33,5,NA,25,20_30,100,0,0,bare/shrub,PSME,0,,50,
Pioneer Complex,Complex_20230703_322_2,33,5,NA,35,30_40,100,0,0,bare/shrub,PSME,0,,50,
Pioneer Complex,Complex_20230703_322_2,33,5,NA,5,0_10,0,100,0,bare/shrub,PSME,0,,50,
Charred Snag,CS_20231007_205_2,30,5,500,5,0_10,100,30,0,shrub/forb,PSME,1,9,50,
Charred Snag,CS_20231007_205_2,30,5,500,5,0_10,0,30,70,shrub/forb,PICO,1,7,50,
Charred Snag,CS_20231007_205_2,30,5,500,5,0_10,0,30,70,shrub/forb,PSME,1,4.8,50,
Charred Snag,CS_20231007_205_2,30,5,500,5,0_10,0,30,70,shrub/forb,PSME,1,1.3,50,
Charred Snag,CS_20231007_205_2,30,5,500,15,10_20,100,0,0,shrub/grass,PICO,1,5.1,50,
Charred Snag,CS_20231007_205_2,30,5,500,15,10_20,100,0,0,shrub/grass,PSME,0,,50,
Charred Snag,CS_20231007_205_2,30,5,500,15,10_20,100,0,0,shrub/grass,PICO,1,1.1,50,
Charred Snag,CS_20231007_205_2,30,5,500,25,20_30,30,70,0,grass/tree,PICO,1,2.8,50,
Charred Snag,CS_20231007_205_2,30,5,500,25,20_30,30,70,0,grass/tree,PSME,0,,50,
Charred Snag,CS_20231007_205_2,30,5,500,25,20_30,30,70,0,grass/tree,PICO,1,4.4,50,
Charred Snag,CS_20231007_205_2,30,5,500,25,20_30,30,70,0,grass/tree,PICO,1,4.5,50,
Charred Snag,CS_20231007_205_2,30,5,500,25,20_30,30,70,0,grass/tree,PICO,1,5.2,50,
Charred Snag,CS_20231007_205_2,30,5,500,25,20_30,30,70,0,grass/tree,PICO,1,5.3,50,
Charred Snag,CS_20231007_205_2,30,5,500,25,20_30,30,70,0,grass/tree,PICO,1,5.1,50,
Charred Snag,CS_20231007_205_2,30,5,500,25,20_30,30,70,0,grass/tree,PICO,1,4,50,
Charred Snag,CS_20231007_205_2,30,5,500,25,20_30,30,70,0,grass/tree,PICO,1,5.2,50,
Charred Snag,CS_20231007_205_2,30,5,500,25,20_30,30,70,0,grass/tree,PICO,1,5.5,50,
Charred Snag,CS_20231007_205_2,30,5,500,25,20_30,30,70,0,grass/tree,PICO,1,4.3,50,
Charred Snag,CS_20231007_205_2,30,5,500,25,20_30,30,70,0,grass/tree,PICO,1,3,50,
Charred Snag,CS_20231007_205_2,30,5,500,35,30_40,20,80,0,tree/grass,PICO,1,3.2,50,Distinct vegetation edge right at ~10 meters from spring. PSME clustered along outer edge of riparian zone. 
Charred Snag,CS_20231007_205_2,30,5,500,35,30_40,20,80,0,tree/grass,PSME,0,,50,Distinct vegetation edge right at ~10 meters from spring. PSME clustered along outer edge of riparian zone. 
Charred Snag,CS_20231007_205_2,30,5,500,35,30_40,20,80,0,tree/grass,PICO,1,1.8,50,Distinct vegetation edge right at ~10 meters from spring. PSME clustered along outer edge of riparian zone. 
Charred Snag,CS_20231007_205_2,30,5,500,35,30_40,20,80,0,tree/grass,PICO,1,5,50,Distinct vegetation edge right at ~10 meters from spring. PSME clustered along outer edge of riparian zone. 
Charred Snag,CS_20231007_205_2,30,5,500,35,30_40,20,80,0,tree/grass,PICO,1,4.6,50,
Charred Snag,CS_20231007_205_2,30,5,500,35,30_40,20,80,0,tree/grass,PICO,1,5.1,50,
Charred Snag,CS_20231007_205_2,30,5,500,35,30_40,20,80,0,tree/grass,PICO,1,4.8,50,
Charred Snag,CS_20231007_205_2,30,5,500,35,30_40,20,80,0,tree/grass,PICO,1,4.5,50,Last 5 meters in ephemeral runoff channel/ravine potentially influencing seedling presence
Charred Snag,CS_20231007_205_2,30,5,500,35,30_40,20,80,0,tree/grass,PICO,1,6.2,50,Last 5 meters in ephemeral runoff channel/ravine potentially influencing seedling presence
Charred Snag,CS_20231007_205_2,30,5,500,35,30_40,20,80,0,tree/grass,PICO,1,6.3,50,Last 5 meters in ephemeral runoff channel/ravine potentially influencing seedling presence
Charred Snag,CS_20231007_205_2,30,5,500,35,30_40,20,80,0,tree/grass,PICO,1,5.4,50,
Charred Snag,CS_20231007_205_2,30,5,500,35,30_40,20,80,0,tree/grass,PICO,1,2.8,50,
Charred Snag,CS_20231007_205_2,30,5,500,35,30_40,20,80,0,tree/grass,PICO,1,4,50,
Charred Snag,CS_20231007_205_2,30,5,500,35,30_40,20,80,0,tree/grass,PICO,1,2.5,50,
Charred Snag,CS_20231007_26_1,34,5,500,5,0_10,10,40,50,shrub,PIPO,1,3.1,50,
Charred Snag,CS_20231007_26_1,34,5,500,5,0_10,10,40,50,shrub,PSME,0,,50,Transect is perpendicular to spring channel. Climbing uphill. Veg is grassy in upper part of the transect and the shrubs are much shorter than on the east facing slope on the opposite side of channel.
Charred Snag,CS_20231007_26_1,34,5,500,5,0_10,10,40,50,shrub,PICO,0,,50,Transect is perpendicular to spring channel. Climbing uphill. Veg is grassy in upper part of the transect and the shrubs are much shorter than on the east facing slope on the opposite side of channel.
Charred Snag,CS_20231007_26_1,34,5,500,15,10_20,100,0,0,shrub/grass,PIPO,0,,50,Transect is perpendicular to spring channel. Climbing uphill. Veg is grassy in upper part of the transect and the shrubs are much shorter than on the east facing slope on the opposite side of channel.
Charred Snag,CS_20231007_26_1,34,5,500,15,10_20,100,0,0,shrub/grass,PSME,0,,50,
Charred Snag,CS_20231007_26_1,34,5,500,15,10_20,100,0,0,shrub/grass,PICO,0,,50,
Charred Snag,CS_20231007_26_1,34,5,500,25,20_30,100,0,0,grass,PIPO,0,,50,
Charred Snag,CS_20231007_26_1,34,5,500,25,20_30,100,0,0,grass,PSME,0,,50,
Charred Snag,CS_20231007_26_1,34,5,500,25,20_30,100,0,0,grass,PICO,0,,50,
Charred Snag,CS_20231007_26_1,34,5,500,35,30_40,100,0,0,grass,PIPO,0,,50,
Charred Snag,CS_20231007_26_1,34,5,500,35,30_40,100,0,0,grass,PSME,0,,50,
Charred Snag,CS_20231007_26_1,34,5,500,35,30_40,100,0,0,grass,PICO,0,,50,
East Pioneer,EP_20230703_155_2,27,5,NA,5,0_10,0,0,100,riparian shrub,PSME,0,,50,
East Pioneer,EP_20230703_155_2,27,5,NA,15,10_20,0,60,40,shrub,PSME,0,,50,Very dense cluster of PIPO/PSME in this distance bin
East Pioneer,EP_20230703_155_2,27,5,NA,25,20_30,40,60,0,shrub/grass,PSME,0,,50,Very dense cluster of PIPO/PSME in this distance bin
East Pioneer,EP_20230703_155_2,27,5,NA,35,30_40,100,0,0,shrub/grass,PSME,0,,50,Very dense cluster of PIPO/PSME in this distance bin
East Pioneer,EP_20230703_327_1,37,5,NA,5,0_10,0,20,80,shrub,PSME,0,,50,Very dense cluster of PIPO/PSME in this distance bin
East Pioneer,EP_20230703_327_1,37,5,NA,15,10_20,100,0,0,shrub/herbaceous,PSME,0,,50,Very dense cluster of PIPO/PSME in this distance bin
East Pioneer,EP_20230703_327_1,37,5,NA,25,20_30,100,0,0,bare/herbaceous,PSME,0,,50,Very dense cluster of PIPO/PSME in this distance bin
East Pioneer,EP_20230703_327_1,37,5,NA,35,30_40,100,0,0,bare/herbaceous,PSME,0,,50,Very dense cluster of PIPO/PSME in this distance bin
Equisetum,EQ_20230929_216_1,18,10,203.7,5,0_10,70,10,20,shrub,PIPO,0,,100,Very dense cluster of PIPO/PSME in this distance bin
Equisetum,EQ_20230929_216_1,18,10,203.7,5,0_10,70,10,20,shrub,PSME,0,,100,Very dense cluster of PIPO/PSME in this distance bin
Equisetum,EQ_20230929_216_1,18,10,203.7,15,10_20,100,0,0,shrub/bare,PIPO,0,,100,Very dense cluster of PIPO/PSME in this distance bin
Equisetum,EQ_20230929_216_1,18,10,203.7,15,10_20,100,0,0,shrub/bare,PSME,0,,100,Very dense cluster of PIPO/PSME in this distance bin
Equisetum,EQ_20230929_216_1,18,10,203.7,25,20_30,100,0,0,shrub/bare,PIPO,0,,100,
Equisetum,EQ_20230929_216_1,18,10,203.7,25,20_30,100,0,0,shrub/bare,PSME,0,,100,
Equisetum,EQ_20230929_216_1,18,10,203.7,35,30_40,100,0,0,shrub/bare,PIPO,0,,100,
Equisetum,EQ_20230929_216_1,18,10,203.7,35,30_40,100,0,0,shrub/bare,PSME,0,,100,
Equisetum,EQ_20230929_58_2,20,10,183.5,5,0_10,10,20,70,shrub,PIPO,0,,100,
Equisetum,EQ_20230929_58_2,20,10,183.5,5,0_10,10,20,70,shrub,PSME,0,,100,
Equisetum,EQ_20230929_58_2,20,10,183.5,15,10_20,100,0,0,shrub/bare,PIPO,0,,100,
Equisetum,EQ_20230929_58_2,20,10,183.5,15,10_20,100,0,0,shrub/bare,PSME,0,,100,
Equisetum,EQ_20230929_58_2,20,10,183.5,25,20_30,100,0,0,shrub/bare,PIPO,0,,100,
Equisetum,EQ_20230929_58_2,20,10,183.5,25,20_30,100,0,0,shrub/bare,PSME,0,,100,
Equisetum,EQ_20230929_58_2,20,10,183.5,35,30_40,100,0,0,shrub/bare,PIPO,0,,100,
Equisetum,EQ_20230929_58_2,20,10,183.5,35,30_40,100,0,0,shrub/bare,PSME,0,,100,
Fireweed,FW_20230928_138_1,7,10,376.4,5,0_10,10,70,20,shrub,PSME,1,0.2,100,
Fireweed,FW_20230928_138_1,7,10,376.4,5,0_10,10,70,20,shrub,PSME,1,1.1,100,
Fireweed,FW_20230928_138_1,7,10,376.4,5,0_10,10,70,20,shrub,PSME,1,0.2,100,Potentially small ephemeral runoff channel within this bin influencing tree presence
Fireweed,FW_20230928_138_1,7,10,376.4,5,0_10,10,70,20,shrub,PSME,1,2.05,100,Potentially small ephemeral runoff channel within this bin influencing tree presence
Fireweed,FW_20230928_138_1,7,10,376.4,5,0_10,10,70,20,shrub,PSME,1,0.85,100,Potentially small ephemeral runoff channel within this bin influencing tree presence
Fireweed,FW_20230928_138_1,7,10,376.4,5,0_10,10,70,20,shrub,PIPO,1,0.55,100,Very close to surrounding seed sources along the entire transect. Did not include one very tall mature tree because it was clearly pre-fire. 
Fireweed,FW_20230928_138_1,7,10,376.4,15,10_20,0,0,100,bare/shrub/grass,PICO,1,4,100,Very close to surrounding seed sources along the entire transect. Did not include one very tall mature tree because it was clearly pre-fire. 
Fireweed,FW_20230928_138_1,7,10,376.4,15,10_20,0,0,100,bare/shrub/grass,PSME,1,0.2,100,Very close to surrounding seed sources along the entire transect. Did not include one very tall mature tree because it was clearly pre-fire. 
Fireweed,FW_20230928_138_1,7,10,376.4,15,10_20,0,0,100,bare/shrub/grass,PSME,1,0.75,100,Very close to surrounding seed sources along the entire transect. Did not include one very tall mature tree because it was clearly pre-fire. 
Fireweed,FW_20230928_138_1,7,10,376.4,15,10_20,0,0,100,bare/shrub/grass,PIPO,0,,100,Transect runs through higher severity patch than other 2 transects. 
Fireweed,FW_20230928_138_1,7,10,376.4,25,20_30,0,0,100,grass/shrub,PSME,1,0.3,100,"Transect perpendicular to main channel downstream of confluence. Very steep slope directly from spring channel, mostly brush with riparian very near water and brush on hillslope."
Fireweed,FW_20230928_138_1,7,10,376.4,25,20_30,0,0,100,grass/shrub,PSME,1,1.6,100,
Fireweed,FW_20230928_138_1,7,10,376.4,25,20_30,0,0,100,grass/shrub,PSME,1,0.65,100,
Fireweed,FW_20230928_138_1,7,10,376.4,25,20_30,0,0,100,grass/shrub,PSME,1,2,100,
Fireweed,FW_20230928_138_1,7,10,376.4,25,20_30,0,0,100,grass/shrub,PSME,1,1.8,100,
Fireweed,FW_20230928_138_1,7,10,376.4,25,20_30,0,0,100,grass/shrub,PSME,1,2.6,100,
Fireweed,FW_20230928_138_1,7,10,376.4,25,20_30,0,0,100,grass/shrub,PSME,1,0.2,100,
Fireweed,FW_20230928_138_1,7,10,376.4,25,20_30,0,0,100,grass/shrub,PSME,1,0.4,100,
Fireweed,FW_20230928_138_1,7,10,376.4,25,20_30,0,0,100,grass/shrub,PSME,1,3.3,100,
Fireweed,FW_20230928_138_1,7,10,376.4,25,20_30,0,0,100,grass/shrub,PICO,1,5.5,100,
Fireweed,FW_20230928_138_1,7,10,376.4,25,20_30,0,0,100,grass/shrub,PICO,1,3.8,100,
Fireweed,FW_20230928_138_1,7,10,376.4,25,20_30,0,0,100,grass/shrub,PIPO,0,,100,
Fireweed,FW_20230928_138_1,7,10,376.4,35,30_40,100,0,0,bare/grass,PSME,1,0.05,100,
Fireweed,FW_20230928_138_1,7,10,376.4,35,30_40,100,0,0,bare/grass,PSME,1,2.4,100,Suriving seed trees are closer to this transect which probably explains the higher number of trees on this side of the spring.
Fireweed,FW_20230928_138_1,7,10,376.4,35,30_40,100,0,0,bare/grass,PICO,0,,100,Suriving seed trees are closer to this transect which probably explains the higher number of trees on this side of the spring.
Fireweed,FW_20230928_138_1,7,10,376.4,35,30_40,100,0,0,bare/grass,PIPO,0,,100,
Fireweed,FW_20230928_315_2,3,10,309.7,5,0_10,30,70,0,shrub,PICO,1,5.3,100,Suriving seed trees are closer to this transect which probably explains the higher number of trees on this side of the spring.
Fireweed,FW_20230928_315_2,3,10,309.7,5,0_10,30,70,0,shrub,PICO,1,4.7,100,Suriving seed trees are closer to this transect which probably explains the higher number of trees on this side of the spring.
Fireweed,FW_20230928_315_2,3,10,309.7,5,0_10,30,70,0,shrub,PICO,1,3.9,100,Suriving seed trees are closer to this transect which probably explains the higher number of trees on this side of the spring.
Fireweed,FW_20230928_315_2,3,10,309.7,5,0_10,30,70,0,shrub,PICO,1,5.2,100,Suriving seed trees are closer to this transect which probably explains the higher number of trees on this side of the spring.
Fireweed,FW_20230928_315_2,3,10,309.7,5,0_10,30,70,0,shrub,PICO,1,2.7,100,
Fireweed,FW_20230928_315_2,3,10,309.7,5,0_10,30,70,0,shrub,PICO,1,2.7,100,
Fireweed,FW_20230928_315_2,3,10,309.7,5,0_10,30,70,0,shrub,PICO,1,0.65,100,Potentially small ephemeral runoff channel within this bin influencing tree presence
Fireweed,FW_20230928_315_2,3,10,309.7,5,0_10,30,70,0,shrub,PSME,1,1,100,Potentially small ephemeral runoff channel within this bin influencing tree presence
Fireweed,FW_20230928_315_2,3,10,309.7,15,10_20,0,20,80,shrub,PSME,1,0.6,100,Potentially small ephemeral runoff channel within this bin influencing tree presence
Fireweed,FW_20230928_315_2,3,10,309.7,15,10_20,0,20,80,shrub,PSME,1,1.5,100,Potentially small ephemeral runoff channel within this bin influencing tree presence
Fireweed,FW_20230928_315_2,3,10,309.7,15,10_20,0,20,80,shrub,PICO,1,0.7,100,Potentially small ephemeral runoff channel within this bin influencing tree presence
Fireweed,FW_20230928_315_2,3,10,309.7,15,10_20,0,20,80,shrub,PICO,1,6.9,100,Potentially small ephemeral runoff channel within this bin influencing tree presence
Fireweed,FW_20230928_315_2,3,10,309.7,15,10_20,0,20,80,shrub,PICO,1,4.6,100,Potentially small ephemeral runoff channel within this bin influencing tree presence
Fireweed,FW_20230928_315_2,3,10,309.7,15,10_20,0,20,80,shrub,PICO,1,4.9,100,Potentially small ephemeral runoff channel within this bin influencing tree presence
Fireweed,FW_20230928_315_2,3,10,309.7,15,10_20,0,20,80,shrub,PICO,1,7,100,Potentially small ephemeral runoff channel within this bin influencing tree presence
Fireweed,FW_20230928_315_2,3,10,309.7,25,20_30,0,50,50,shrub,PSME,1,1.35,100,Transect on eastern arm of spring complex. Initial slope is very steep and then around 12 meters the slope moderates. First conifer found right at slope break. 
Fireweed,FW_20230928_315_2,3,10,309.7,25,20_30,0,50,50,shrub,PSME,1,0.3,100,
Fireweed,FW_20230928_315_2,3,10,309.7,25,20_30,0,50,50,shrub,PSME,1,4,100,
Fireweed,FW_20230928_315_2,3,10,309.7,25,20_30,0,50,50,shrub,PICO,1,4.3,100,
Fireweed,FW_20230928_315_2,3,10,309.7,25,20_30,0,50,50,shrub,PICO,1,2.8,100,
Fireweed,FW_20230928_315_2,3,10,309.7,25,20_30,0,50,50,shrub,PICO,1,2.1,100,
Fireweed,FW_20230928_315_2,3,10,309.7,25,20_30,0,50,50,shrub,PICO,1,1.8,100,
Fireweed,FW_20230928_315_2,3,10,309.7,25,20_30,0,50,50,shrub,PICO,1,3.9,100,
Fireweed,FW_20230928_315_2,3,10,309.7,35,30_40,0,0,100,shrub,PSME,1,0.8,100,
Fireweed,FW_20230928_315_2,3,10,309.7,35,30_40,0,0,100,shrub,PSME,1,1.5,100,
